Lemma	SF	Analysis	Segmentation	Freq
villasukkia	villasukkia	villa_N-sukka_N-PL-PTV	villa-sukk-i-a	1
vinouttavasti	vinouttavasti	vinouttaa_V-PCP1-MAN	vinoutta-va-sti	1
vinoutumista	vinoutumista	vinouttaa_V-DVU-DVMA-PL-ELA	vinout-u-m-i-sta	1
virheeni	virheeni	virhe_N-1SG	virhee-ni	1
viriä	viriä	viri_N-PTV-viritä_V	viri-ä-viriä	1
virtaava	virtaava	virrata_V-PCP1	virtaa-va	1
virtausmittari	virtausmittari	virrata_V-DVUS-mittari_N	virta-us-mittari	1
vitsikkäät	vitsikkäät	vitsikäs_A-PL	vitsikkää-t	1
voimaantuleva	voimaantuleva	voi-maa_N-GEN-tulla_V-PCP1	voi-maa-n-tule-va	1
voimantuoton	voimantuoton	voi-mantu_N-otto_N-GEN	voi-mantu-oto-n	1
voitelu	voitelu	voidella_V-DVU	voitel-u	1
voittoa	voittoa	voitto_N-PTV	voitto-a	1
voittopokaalin	voittopokaalin	voitto_N-pokaali_N-GEN	voitto-pokaali-n	1
vuokrapyydyksillä	vuokrapyydyksillä	vuokra_N-pyydys_N-PL-ADE	vuokra-pyydyks-i-llä	1
vuokrattavista	vuokrattavista	vuokrata_V-PSS-PCP1-PL-ELA	vuokra-tta-v-i-sta	1
vuokrattuun	vuokrattuun	vuokrata_V-PSSPCP2-ILL	vuokra-ttu-un	1
vuoriseen	vuoriseen	vuorinen_A-ILL	vuorise-en	1
vuorokone	vuorokone	vuoro_N-kone_N	vuoro-kone	1
vuosiannosrajan	vuosiannosrajan	vuosi_N-annos_N-raja_N-GEN	vuosi-annos-raja-n	1
vuosipäivänään	vuosipäivänään	vuosi_N-päivä_N-ESS-3SGPL	vuosi-päivä-nä-än	1
väestönlaskennan	väestönlaskennan	väestö_N-GEN-laskea_V-DVNTA	väestö-n-laske-nna	1
väestöongelmat	väestöongelmat	väestö_N-ongelma_N-PL	väestö-ongelma-t	1
väestötappiokunnissa	väestötappiokunnissa	väestö_N-tappio_N-kunta_N-PL-INE	väestö-tappio-kunn-i-ssa	1
väestötutkimuksiin	väestötutkimuksiin	väestö_N-tutkimus_N-PL-ILL	väestö-tutkimuks-i-in	1
vähempäänkin	vähempäänkin	vähä_A-CMP-ILL-kin_CLI	vähe-mpä-än-kin	1
vähimmäissuojan	vähimmäissuojan	vähimmäis_PFX-suoda_V-DVJA-GEN	vähimmäis-suo-ja-n	1
vähimmäistasoja	vähimmäistasoja	vähimmäis_PFX-taso_N-PL-PTV	vähimmäis-taso-j-a	1
vähistä	vähistä	vähä_A-PL-ELA	väh-i-stä	1
vähämerkityksisistä	vähämerkityksisistä	vähä_A-merkityksinen_A-PL-ELA	vähä-merkityksis-i-stä	1
vähäpukeiseen	vähäpukeiseen	vähä_A-pukeinen_A-ILL	vähä-pukeise-en	1
välieräkamppailussa	välieräkamppailussa	väli_N-erä_N-kampata_V-DVILE-DVU-INE	väli-erä-kamppa-il-u-ssa	1
väliinputoajaryhmä	väliinputoajaryhmä	väli_N-ILL-pudota_V-DVJA-ryhmä_N	väli-in-putoa-ja-ryhmä	1
väliruoat	väliruoat	väli_N-ruoka_N-PL	väli-ruoa-t	1
välitysfirmat	välitysfirmat	välittää_V-DVUS-firma_N-PL	välit-ys-firma-t	1
ydinvaltojen	ydinvaltojen	ydin_N-valta_N-PL-GEN	ydin-valto-j-en	1
yhdeksättä	yhdeksättä	yhdeksän_NUM-ORD-PTV	yhdeksä-t-tä	1
yhdenmukaisuudessa	yhdenmukaisuudessa	yksi_NUM-GEN-mukainen_A-DAUUS-INE	yhde-n-mukais-uude-ssa	1
yhdistelevässä	yhdistelevässä	yhdistää_V-DVELE-PCP1-INE	yhdist-ele-vä-ssä	1
yhdisteryhmiä	yhdisteryhmiä	yhdiste_N-ryhmä_N-PL-PTV	yhdiste-ryhm-i-ä	1
yhdistää	yhdistää	yhdistää_V-INF1	yhdistä-ä	1
yhteisostojen	yhteisostojen	yhteinen_A-osto_N-PL-GEN	yhteis-osto-j-en	1
yhteistutkimusta	yhteistutkimusta	yhteinen_A-tutkimus_N-PTV	yhteis-tutkimus-ta	1
yhteysjohtajaksi	yhteysjohtajaksi	yhteys_N-johtaa_V-DVJA-TRA	yhteys-johta-ja-ksi	1
yhteysupseerin	yhteysupseerin	yhteys_N-upseeri_N-GEN	yhteys-upseeri-n	1
yhtiösopimuksen	yhtiösopimuksen	yhtiö_N-sopimus_N-GEN	yhtiö-sopimukse-n	1
ykdiplomaatin	ykdiplomaatin	yk-diplomaatti_N-GEN	yk-diplomaati-n	1
ykedustustot	ykedustustot	yk-edustusto_N-PL	yk-edustusto-t	1
ykkösohjelmarahaa	ykkösohjelmarahaa	ykkönen_N-ohjelma_N-raha_N-PTV	ykkös-ohjelma-raha-a	1
yksilöille	yksilöille	yksilö_N-PL-ALL	yksilö-i-lle	1
yksityisautoja	yksityisautoja	yksityinen_A-auto_N-PL-PTV	yksityis-auto-j-a	1
yksityiskäytöstä	yksityiskäytöstä	yksityinen_A-käyttö_N-ELA	yksityis-käytö-stä	1
yleispätevän	yleispätevän	yleinen_A-päteä_V-PCP1-GEN	yleis-päte-vä-n	1
yleisurheilujoukkueen	yleisurheilujoukkueen	yleinen_A-urheilla_V-DVU-joukkue_N-GEN	yleis-urheil-u-joukkuee-n	1
ylhäältäpäin	ylhäältäpäin	ylhäältä_ADV-ABL-päin_ADV	ylhää-ltä-päin	1
ylikorostamisesta	ylikorostamisesta	ylikorostaa_V-DVMINEN-ELA	ylikorosta-mise-sta	1
ylikorostuneen	ylikorostuneen	ylikorostaa_V-DVU-PCP2-GEN	ylikorost-u-nee-n	1
ylioppilasmatrikkeli	ylioppilasmatrikkeli	ylioppilas_N-matrikkeli_N	ylioppilas-matrikkeli	1
ylistalo	ylistalo	ylinen_A-talo_N	ylis-talo	1
ylityömääräystä	ylityömääräystä	ylityö_N-määrätä_V-DVUS-PTV	ylityö-määrä-ys-tä	1
yllättäviä	yllättäviä	yltää_V-DVTTA-PCP1-PL-PTV-yllättää_V	yllä-ttä-v-i-ä-yllättä	1
yllättävässä	yllättävässä	yltää_V-DVTTA-PCP1-INE-yllättää_V	yllä-ttä-vä-ssä-yllättä	1
ylpeydenaiheemme	ylpeydenaiheemme	ylpeä_A-DAUS-GEN-aihe_N-1PL	ylpe-yde-n-aihee-mme	1
ylähirrestä	ylähirrestä	ylä_PFX-hirsi_N-ELA	ylä-hirre-stä	1
ympäripäissään	ympäripäissään	ympäripää_N-PL-INE-3SGPL-ympäripäinen_A-sää_N-GEN	ympäripä-i-ssä-än-ympäripäis-sää-n	1
ympäristömerkin	ympäristömerkin	ympäristö_N-merkki_N-GEN	ympäristö-merki-n	1
ympäristömerkinnät	ympäristömerkinnät	ympäristö_N-merkitä_V-DVNTA-PL	ympäristö-merki-nnä-t	1
ympäristövalmiusjoukon	ympäristövalmiusjoukon	ympäristö_N-valmius_N-joukko_N-GEN	ympäristö-valmius-jouko-n	1
yrityskohtaiset	yrityskohtaiset	yrittää_V-DVUS-kohtainen_A-PL	yrit-ys-kohtaise-t	1
yrjölällä	yrjölällä	yrjölä_N-ADE	yrjölä-llä	1
yrttikylpyjä	yrttikylpyjä	yrtti_N-kylpy_N-PL-PTV	yrtti-kylpy-j-ä	1
yönäytöksenä	yönäytöksenä	yö_N-näytös_N-ESS	yö-näytökse-nä	1
yöpaikkaani	yöpaikkaani	yö_N-paikka_N-ILL-1SG	yö-paikka-a-ni	1
yöpaikoista	yöpaikoista	yö_N-paikka_N-PL-ELA	yö-paiko-i-sta	1
yöpakkanen	yöpakkanen	yö_N-pakkanen_N	yö-pakkanen	1
yöuniani	yöuniani	yö_N-uni_N-PL-PTV-1SG	yö-un-i-a-ni	1
ärsyttämällä	ärsyttämällä	ärsyttää_V-DVMA-ADE	ärsyttä-mä-llä	1
ärsyttääkö	ärsyttääkö	ärsyttää_V-INF1-kO_CLI	ärsyttä-ä-kö	1
äänestäneeni	äänestäneeni	äänestää_V-PCP2-1SG	äänestä-nee-ni	1
äänialansa	äänialansa	ääni_N-ala_N-3SGPL	ääni-ala-nsa	1
ääniharavoina	ääniharavoina	ääni_N-hara_N-voi_N-PL-ESS	ääni-hara-vo-i-na	1
ääninäytteitä	ääninäytteitä	ääni_N-näyte_N-PL-PTV	ääni-näytte-i-tä	1
ääniärsykkeille	ääniärsykkeille	ääni_N-ärsyke_N-PL-ALL	ääni-ärsykke-i-lle	1
äärimuodossaan	äärimuodossaan	ääri_N-muoto_N-INE-3SGPL	ääri-muodo-ssa-an	1
äärioikeistolaisuuden	äärioikeistolaisuuden	ääri_N-oikeistolainen_A-DAUUS-GEN	ääri-oikeistolais-uude-n	1
öljykauppoihin	öljykauppoihin	öljy_N-kauppa_N-PL-ILL	öljy-kauppo-i-hin	1
öljytankkerin	öljytankkerin	öljy_N-tankkeri_N-GEN	öljy-tankkeri-n	1
