SF	Word	Segmentation	Analysis	Freq
binɑlɑrdɑn	binalardan	binɑ-lɑr-dɑn	Stem-pl-abl	55
boʃluktɑ	boşlukta	boʃluk-tɑ	Stem-loc	55
bozgunɑ	bozguna	bozgun-ɑ	Stem-dat	55
broʃyrler	broşürler	broʃyr-ler	Stem-pl	55
ʤɑr	car	ʤɑr	Stem	55
dɑkikɑɑ	dakikaya	dɑkikɑ-ɑ	Stem-dat	55
dɑvrɑnɑn	davranan	dɑvrɑn-ɑn	Stem-part:pres	55
deforme	deforme	deforme	Stem	55
derinlikte	derinlikte	derin-lik-te	Stem-lik-loc	55
devrimin	devrimin	devrim-in	Stem-gen	55
diledikleri	diledikleri	dile-dik-leri	Stem-part:past-p3p	55
dillerden	dillerden	dil-ler-den	Stem-pl-abl	55
direktør	direktör	direktør	Stem	55
direniʃi	direnişi	diren-iʃ-i	Stem-vn:yis-p3s	55
disipline	disipline	disiplin-e	Stem-dat	55
dominɑnt	dominant	dominɑnt	Stem	55
eʃjɑɯ	eşyayı	eʃjɑ-ɯ	Stem-acc	55
eken	eken	ek-en	Stem-part:pres	55
ekiplerin	ekiplerin	ekip-ler-in	Stem-pl-gen	55
elnizin	elinizin	el-niz-in	Stem-p2p-gen	55
etkileerek	etkileyerek	etki-le-erek	Stem-la-cv:erek	55
etmeme	etmeme	et-me-me	Stem-neg-vn:inf	55
evreni	evreni	evren-i	Stem-p3s	55
ejlemde	eylemde	ejlem-de	Stem-loc	55
fɑkyltemizin	fakültemizin	fɑkylte-miz-in	Stem-p1p-gen	55
fɑturɑɯ	faturayı	fɑturɑ-ɯ	Stem-acc	55
fermɑn	ferman	fermɑn	Stem	55
fondɑn	fondan	fondɑn	Stem	55
fotosentez	fotosentez	fotosentez	Stem	55
gøndermeleri	göndermeleri	gønder-me-ler-i	Stem-vn:inf-pl-p3s	55
gøryʃmeleriin	görüşmelerinin	gøryʃme-ler-i-in	Stem-pl-p3s-gen	55
gørmenizi	görmenizi	gør-me-niz-i	Stem-vn:inf-p2p-acc	55
gydymly	güdümlü	gydym-ly	Stem-li	55
genelgei	genelgesi	genelge-i	Stem-p3s	55
geniʃleen	genişleyen	geniʃ-le-e-n	Stem-la-cv:ye-p2s	55
gevʃeme	gevşeme	gevʃe-me	Stem-vn:inf	55
hɑnɯmɯn	hanımın	hɑnɯm-ɯn	Stem-gen	55
hɑreketlerde	hareketlerde	hɑreket-ler-de	Stem-pl-loc	55
herkesʧe	herkesçe	herkes-ʧe	Stem-ca	55
iltihɑp	iltihap	iltihɑp	Stem	55
inerek	inerek	in-erek	Stem-cv:erek	55
kɯlʤɑl	kılcal	kɯlʤɑl	Stem	55
kɯjɯdɑ	kıyıda	kɯjɯ-dɑ	Stem-loc	55
kɯjɑfetleri	kıyafetleri	kɯjɑfet-ler-i	Stem-pl-acc	55
kylt	kült	kylt	Stem	55
kɑdromuz	kadromuz	kɑdro-muz	Stem-p1p	55
kɑldɯrmɑɑ	kaldırmaya	kɑldɯr-mɑ-ɑ	Stem-vn:inf-dat	55
kɑngɑl	kangal	kɑngɑl	Stem	55
kɑrʃɯlɑʃɑn	karşılaşan	kɑrʃɯlɑʃ-ɑn	Stem-part:pres	55
kɑrlɑr	karlar	kɑr-lɑr	Stem-pl	55
kɑsɑbɑdɑ	kasabada	kɑsɑbɑ-dɑ	Stem-loc	55
keʃfetme	keşfetmek	keʃfet-me	Stem-vn:inf	55
koʤɑɯɯn	kocasının	koʤɑ-ɯ-ɯn	Stem-p3s-gen	55
koloni	koloni	koloni	Stem	55
kolun	kolun	kol-un	Stem-gen	55
konsept	konsept	konsept	Stem	55
kontrɑt	kontrat	kontrɑt	Stem	55
kredie	krediye	kredi-e	Stem-dat	55
krizde	krizde	kriz-de	Stem-loc	55
kullɑnmɑɑn	kullanmayan	kullɑn-mɑ-ɑn	Stem-neg-part:pres	55
lyzumu	lüzumu	lyzum-u	Stem-p3s	55
lɑrvɑ	larva	lɑrvɑ	Stem	55
lisɑnsnɯ	lisansını	lisɑns-n-ɯ	Stem-p2s-acc	55
litrelik	litrelik	litre-lik	Stem-lik	55
mylkijetin	mülkiyetin	mylkijet-in	Stem-gen	55
mysɑbɑkɑlɑrɯ	müsabakaları	mysɑbɑkɑ-lɑr-ɯ	Stem-pl-p3s	55
mɑʧtɑ	maçta	mɑʧ-tɑ	Stem-loc	55
mɑkinɑɯɯn	makinasının	mɑkinɑ-ɯ-ɯn	Stem-p3s-gen	55
mɑkineiin	makinesinin	mɑkine-i-in	Stem-p3s-gen	55
mɑrtin	martin	mɑrtin	Stem	55
mekɑnizmɑlɑrɯɯn	mekanizmalarının	mekɑnizmɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	55
melez	melez	melez	Stem	55
menfi	menfi	menfi	Stem	55
mevʤudijeti	mevcudiyeti	mevʤudijet-i	Stem-p3s	55
mihrɑp	mihrap	mihrɑp	Stem	55
minnet	minnet	minnet	Stem	55
molekyller	moleküller	molekyl-ler	Stem-pl	55
moment	moment	moment	Stem	55
muɑjeneler	muayeneler	muɑjene-ler	Stem-pl	55
nikel	nikel	nikel	Stem	55
numɑrɑnɯz	numaranız	numɑrɑ-nɯz	Stem-p2p	55
obstryksijon	obstrüksiyon	obstryksijon	Stem	55
odunun	odunun	odun-un	Stem-gen	55
okyler	oküler	okyler	Stem	55
operɑsjonɑ	operasyona	operɑsjon-ɑ	Stem-dat	55
ortɑklɯklɑrɯ	ortaklıkları	ortɑklɯk-lɑr-ɯ	Stem-pl-acc	55
ortɑmlɑrɯɯn	ortamlarının	ortɑm-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	55
ortɑmlɑrɑ	ortamlara	ortɑm-lɑr-ɑ	Stem-pl-dat	55
otoritein	otoritenin	otorite-in	Stem-gen	55
oturɑrɑk	oturarak	otur-ɑrɑk	Stem-cv:erek	55
ojlɑmɑdɑ	oylamada	oj-lɑ-mɑ-dɑ	Stem-la-vn:inf-loc	55
pɑrtimiz	partimiz	pɑrti-miz	Stem-p1p	55
pekɑlɑ	pekala	pekɑlɑ	Stem	55
penʤereiin	penceresinin	penʤere-i-in	Stem-p3s-gen	55
pejgɑmberin	peygamberin	pejgɑmber-in	Stem-gen	55
plɑnlɑmɑnɯn	planlamanın	plɑn-lɑ-mɑ-n-ɯn	Stem-la-vn:inf-p2s-gen	55
populɑsjon	populasyon	populɑsjon	Stem	55
portɑtif	portatif	portɑtif	Stem	55
rɑkipsiz	rakipsiz	rɑkip-siz	Stem-siz	55
refɑkɑt	refakat	refɑkɑt	Stem	55
romɑtizmɑ	romatizma	romɑtizmɑ	Stem	55
sɯmsɯkɯ	sımsıkı	sɯmsɯkɯ	Stem	55
sɑrɑɑ	saraya	sɑrɑ-ɑ	Stem-dat	55
sɑtɑrɑk	satarak	sɑt-ɑrɑk	Stem-cv:erek	55
sɑunɑ	sauna	sɑunɑ	Stem	55
sebeplerin	sebeplerin	sebep-ler-in	Stem-pl-gen	55
sistemniz	sisteminiz	sistem-niz	Stem-p2p	55
sitedeki	sitedeki	site-de-ki	Stem-loc-ki	55
slogɑnlɑrɯ	sloganları	slogɑn-lɑr-ɯ	Stem-pl-p3s	55
strese	strese	stres-e	Stem-dat	55
tyʤʤɑrlɑr	tüccarlar	tyʤʤɑr-lɑr	Stem-pl	55
tɑkɯ	takı	tɑkɯ	Stem	55
tɑnɯsɑl	tanısal	tɑnɯ-sɑl	Stem-sal	55
tehlikelere	tehlikelere	tehlike-ler-e	Stem-pl-dat	55
tekrɑrlɑmɑ	tekrarlamak	tekrɑr-lɑ-mɑ	Stem-la-vn:inf	55
tele	tele	tel-e	Stem-dat	55
tepee	tepeye	tepe-e	Stem-dat	55
terʤihler	tercihler	terʤih-ler	Stem-pl	55
terimlerin	terimlerin	terim-ler-in	Stem-pl-gen	55
ufɑklɯ	ufaklı	ufɑk-lɯ	Stem-li	55
ustɑɯn	ustanın	ustɑ-ɯn	Stem-gen	55
ujgunsuz	uygunsuz	ujgun-suz	Stem-siz	55
uzɑjɯ	uzayı	uzɑj-ɯ	Stem-p3s	55
veʒetɑsjon	vejetasyon	veʒetɑsjon	Stem	55
verebiljor	verebiliyor	ver-ebil-jor	Stem-abil-cont	55
vergiden	vergiden	vergi-den	Stem-abl	55
vezne	vezne	vezne	Stem	55
vizjonmuz	vizyonumuz	vizjon-muz	Stem-p1p	55
volt	volt	volt	Stem	55
jønetmeliklere	yönetmeliklere	jønetmelik-ler-e	Stem-pl-dat	55
jɑɰsɯz	yağsız	jɑɰ-sɯz	Stem-siz	55
jɑkmɑ	yakmak	jɑk-mɑ	Stem-vn:inf	55
jɑnlɯʃlɑrɯ	yanlışları	jɑnlɯʃ-lɑr-ɯ	Stem-pl-acc	55
jɑrɯʃɑn	yarışan	jɑrɯʃ-ɑn	Stem-part:pres	55
jɑtɑklɯk	yataklık	jɑtɑk-lɯk	Stem-lik	55
jɑtɑklɑrɯɯn	yataklarının	jɑtɑk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	55
jersiz	yersiz	jersiz	Stem	55
jumurtɑlɑr	yumurtalar	jumurtɑ-lɑr	Stem-pl	55
jurttɑʃlɯk	yurttaşlık	jurttɑʃ-lɯk	Stem-lik	55
zɑbɯt	zabıt	zɑbɯt	Stem	55
zɑmɑnmɯzdɑ	zamanımızda	zɑmɑn-mɯz-dɑ	Stem-p1p-loc	55
zɑrɑrdɑn	zarardan	zɑrɑr-dɑn	Stem-abl	55
zevkne	zevkine	zevk-n-e	Stem-p2s-dat	55
zirkon	zirkon	zirkon	Stem	55
ʧɯkɑrlɑrɯɯn	çıkarlarının	ʧɯkɑr-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	54
ʧɯlgɯn	çılgın	ʧɯlgɯn	Stem	54
ʧɑdɯrɯn	çadırın	ʧɑdɯr-ɯn	Stem-gen	54
ʧekimler	çekimler	ʧekim-ler	Stem-pl	54
ʧizelgei	çizelgesi	ʧizelge-i	Stem-p3s	54
ɯsɯɯn	ısının	ɯsɯ-ɯn	Stem-gen	54
øɰei	öğesi	øɰe-i	Stem-p3s	54
ønmde	önümde	øn-m-de	Stem-p1s-loc	54
øzdeʃ	özdeş	øzdeʃ	Stem	54
øzeni	özeni	øzen-i	Stem-p3s	54
ʃɑbɑn	şaban	ʃɑbɑn	Stem	54
ʃɑnsnɯz	şansınız	ʃɑns-nɯz	Stem-p2p	54
ʃebekeleri	şebekeleri	ʃebeke-ler-i	Stem-pl-p3s	54
ʃevki	şevki	ʃevk-i	Stem-p3s	54
yjei	üyeyi	yje-i	Stem-acc	54
ɑɰlɑrɯn	ağların	ɑɰ-lɑr-ɯn	Stem-pl-gen	54
ɑʤentei	acentesi	ɑʤente-i	Stem-p3s	54
ɑdresin	adresin	ɑdres-in	Stem-gen	54
ɑhenk	ahenk	ɑhenk	Stem	54
ɑilevi	ailevi	ɑilevi	Stem	54
ɑlgɯ	algı	ɑlgɯ	Stem	54
ɑmblemi	amblemi	ɑmblem-i	Stem-p3s	54
ɑmelijɑtɑ	ameliyata	ɑmelijɑt-ɑ	Stem-dat	54
ɑnɑtomii	anatomisi	ɑnɑtomi-i	Stem-p3s	54
ɑntrenmɑn	antrenman	ɑntrenmɑn	Stem	54
ɑsfɑltɯ	asfaltı	ɑsfɑlt-ɯ	Stem-p3s	54
ɑvlu	avlu	ɑvlu	Stem	54
ɑvukɑtlɑrɑ	avukatlara	ɑvukɑt-lɑr-ɑ	Stem-pl-dat	54
bɯrɑkɑlɯm	bırakalım	bɯrɑk-ɑ-lɯ-m	Stem-cv:ye-li-p1s	54
bytʧede	bütçede	bytʧe-de	Stem-loc	54
bytʧeleri	bütçeleri	bytʧe-ler-i	Stem-pl-p3s	54
byjyleiʤi	büyüleyici	byjy-le-iʤi	Stem-la-yici	54
bɑʃkɑnm	başkanım	bɑʃkɑn-m	Stem-p1s	54
bɑbɑlɑrɯ	babaları	bɑbɑ-lɑr-ɯ	Stem-pl-p3s	54
bɑkɯmsɯz	bakımsız	bɑkɯm-sɯz	Stem-siz	54
bɑnknot	banknot	bɑnknot	Stem	54
bɑtɯlɯlɑʃmɑ	batılılaşma	bɑtɯ-lɯ-lɑʃ-mɑ	Stem-li-las-vn:inf	54
bilek	bilek	bilek	Stem	54
bitim	bitim	bitim	Stem	54
bijoloʒii	biyolojisi	bijoloʒi-i	Stem-p3s	54
boʃɑlmɑ	boşalma	boʃɑl-mɑ	Stem-vn:inf	54
bombɑɯ	bombası	bombɑ-ɯ	Stem-p3s	54
bot	bot	bot	Stem	54
burɑlɑrɯ	buraları	burɑ-lɑr-ɯ	Stem-pl-acc	54
ʤymlein	cümlenin	ʤymle-in	Stem-gen	54
ʤɑnlɯlɑrɯ	canlıları	ʤɑn-lɯ-lɑr-ɯ	Stem-li-pl-p3s	54
dyzenlenip	düzenlenip	dyzen-len-ip	Stem-lan-cv:ip	54
dɑvɑlɑrɑ	davalara	dɑvɑ-lɑr-ɑ	Stem-pl-dat	54
dem	dem	dem	Stem	54
derneklere	derneklere	dernek-ler-e	Stem-pl-dat	54
direktifleri	direktifleri	direktif-ler-i	Stem-pl-p3s	54
dolɑʃɯmɑ	dolaşıma	dolɑʃɯm-ɑ	Stem-dat	54
dosjɑdɑn	dosyadan	dosjɑ-dɑn	Stem-abl	54
efendii	efendisi	efendi-i	Stem-p3s	54
emiʤi	emici	em-iʤi	Stem-yici	54
emsɑl	emsal	emsɑl	Stem	54
endokrin	endokrin	endokrin	Stem	54
enfeksijonlɑrɑ	enfeksiyonlara	enfeksijon-lɑr-ɑ	Stem-pl-dat	54
engellemee	engellemeye	engel-le-me-e	Stem-la-neg-cv:ye	54
fɑɑlijetlermiz	faaliyetlerimiz	fɑɑlijet-ler-miz	Stem-pl-p1p	54
fɑkyltelerde	fakültelerde	fɑkylte-ler-de	Stem-pl-loc	54
fɑrkɯɯn	farkının	fɑrk-ɯ-ɯn	Stem-p3s-gen	54
fɑjdɑlɑnɑn	faydalanan	fɑjdɑ-lɑn-ɑn	Stem-lan-part:pres	54
gøkten	gökten	gøk-ten	Stem-abl	54
gømyly	gömülü	gømy-ly	Stem-li	54
gømme	gömme	gømme	Stem	54
gøryʃen	görüşen	gøryʃ-en	Stem-part:pres	54
gøryʃmei	görüşmeyi	gøryʃme-i	Stem-acc	54
gørynyʃte	görünüşte	gøryn-yʃ-te	Stem-vn:yis-loc	54
gøreʤe	görece	gøreʤe	Stem	54
gøreli	göreli	gør-eli	Stem-cv:eli	54
gørenlerin	görenlerin	gør-en-ler-in	Stem-part:pres-pl-gen	54
gynejden	güneyden	gynej-den	Stem-abl	54
gɑuss	gauss	gɑuss	Stem	54
gɑjrɯ	gayrı	gɑjrɯ	Stem	54
geʧirmei	geçirmeyi	geʧir-me-i	Stem-vn:inf-acc	54
geʤikmeli	gecikmeli	geʤik-me-li	Stem-vn:inf-li	54
geliʃimsel	gelişimsel	geliʃim-sel	Stem-sal	54
gelirden	gelirden	gelir-den	Stem-abl	54
genʧlerde	gençlerde	genʧ-ler-de	Stem-pl-loc	54
gezegen	gezegen	gezegen	Stem	54
gezme	gezmek	gez-me	Stem-vn:inf	54
gururu	gururu	gurur-u	Stem-p3s	54
hɯfzɯssɯhhɑ	hıfzıssıhha	hɯfzɯssɯhhɑ	Stem	54
hɑkemler	hakemler	hɑkem-ler	Stem-pl	54
hɑlklɑr	halklar	hɑlk-lɑr	Stem-pl	54
hɑrflerin	harflerin	hɑrf-ler-in	Stem-pl-gen	54
hɑstɑlɯktɑ	hastalıkta	hɑstɑlɯk-tɑ	Stem-loc	54
hɑstɑlɑrmɯzɯn	hastalarımızın	hɑstɑ-lɑr-mɯz-ɯn	Stem-pl-p1p-gen	54
hɑtɑlɑrdɑn	hatalardan	hɑtɑ-lɑr-dɑn	Stem-pl-abl	54
hɑttɑn	hattan	hɑt-tɑn	Stem-abl	54
hɑjɑller	hayaller	hɑjɑl-ler	Stem-pl	54
hɑjɑtlɑrɯ	hayatları	hɑjɑt-lɑr-ɯ	Stem-pl-p3s	54
hektɑrlɯk	hektarlık	hektɑr-lɯk	Stem-lik	54
hoʃgøryly	hoşgörülü	hoʃgøry-ly	Stem-li	54
hukuktɑ	hukukta	hukuk-tɑ	Stem-loc	54
iʃledikleri	işledikleri	iʃle-dik-leri	Stem-part:past-p3p	54
ifɑdei	ifadeyi	ifɑde-i	Stem-acc	54
ihɑleler	ihaleler	ihɑle-ler	Stem-pl	54
ilʧemiz	ilçemiz	ilʧe-miz	Stem-p1p	54
illegɑl	illegal	illegɑl	Stem	54
imzɑlɑɑrɑk	imzalayarak	imzɑ-lɑ-ɑrɑk	Stem-la-cv:erek	54
istemleri	istemleri	istem-ler-i	Stem-pl-p3s	54
kɯrɑn	kıran	kɯr-ɑn	Stem-part:pres	54
køpryyn	köprünün	køpry-yn	Stem-gen	54
kɑʧɯʃ	kaçış	kɑʧ-ɯʃ	Stem-vn:yis	54
kɑʧɯp	kaçıp	kɑʧ-ɯp	Stem-cv:ip	54
kɑlɯntɯlɑr	kalıntılar	kɑlɯntɯ-lɑr	Stem-pl	54
kɑldɯktɑn	kaldıktan	kɑl-dɯk-tɑn	Stem-vn:past-abl	54
kɑlkɯʃ	kalkış	kɑlk-ɯʃ	Stem-vn:yis	54
kɑpɑklɯ	kapaklı	kɑpɑk-lɯ	Stem-li	54
kɑptɑ	kapta	kɑp-tɑ	Stem-loc	54
kɑtɯn	katın	kɑt-ɯn	Stem-gen	54
kɑjbetmei	kaybetmesi	kɑjbet-me-i	Stem-vn:inf-p3s	54
kɑjnɑmɑ	kaynama	kɑjnɑ-mɑ	Stem-vn:inf	54
kek	kek	kek	Stem	54
kenɑrdɑ	kenarda	kenɑr-dɑ	Stem-loc	54
kesei	kesesi	kese-i	Stem-p3s	54
kilometrelik	kilometrelik	kilometre-lik	Stem-lik	54
klɑsøry	klasörü	klɑsør-y	Stem-p3s	54
komʃuu	komşusu	komʃu-u	Stem-p3s	54
kompozisjonu	kompozisyonu	kompozisjon-u	Stem-p3s	54
kojmɑɯ	koyması	koj-mɑ-ɯ	Stem-vn:inf-p3s	54
kroki	kroki	kroki	Stem	54
kuʃlɑrɯ	kuşları	kuʃ-lɑr-ɯ	Stem-pl-p3s	54
kulɑklɯk	kulaklık	kulɑk-lɯk	Stem-lik	54
kurulmuzun	kurulumuzun	kurul-muz-un	Stem-p1p-gen	54
lirɑɯ	lirayı	lirɑ-ɯ	Stem-acc	54
myʃterilernize	müşterilerinize	myʃteri-ler-niz-e	Stem-pl-p2p-dat	54
mɑkinɑɑ	makinaya	mɑkinɑ-ɑ	Stem-dat	54
mɑtemɑtikʧi	matematikçi	mɑtemɑtik-ʧi	Stem-ci	54
menyleri	menüleri	meny-ler-i	Stem-pl-p3s	54
merkezlere	merkezlere	merkez-ler-e	Stem-pl-dat	54
metrei	metreyi	metre-i	Stem-acc	54
mim	mim	mim	Stem	54
mimɑrlɑrɯn	mimarların	mimɑr-lɑr-ɯn	Stem-pl-gen	54
moddɑ	modda	mod-dɑ	Stem-loc	54
modemin	modemin	modem-in	Stem-gen	54
mutɑbɯk	mutabık	mutɑbɯk	Stem	54
nebze	nebze	nebze	Stem	54
nohut	nohut	nohut	Stem	54
olɑnɑklɑrɑ	olanaklara	olɑnɑk-lɑr-ɑ	Stem-pl-dat	54
olɑndɑn	olandan	ol-ɑ-n-dɑn	Stem-cv:ye-p2s-abl	54
orgɑnɯɯn	organının	orgɑn-ɯ-ɯn	Stem-p3s-gen	54
otoriter	otoriter	otoriter	Stem	54
oturduklɑrɯ	oturdukları	otur-duk-lɑrɯ	Stem-part:past-p3p	54
pɑnsumɑn	pansuman	pɑnsumɑn	Stem	54
pɑrtikyl	partikül	pɑrtikyl	Stem	54
pɑrtileriin	partilerinin	pɑrti-ler-i-in	Stem-pl-p3s-gen	54
pozisjonɑ	pozisyona	pozisjon-ɑ	Stem-dat	54
prosedyrleri	prosedürleri	prosedyr-ler-i	Stem-pl-p3s	54
risklere	risklere	risk-ler-e	Stem-pl-dat	54
ruhuun	ruhunun	ruh-u-un	Stem-p3s-gen	54
søjlemei	söylemesi	søjle-me-i	Stem-vn:inf-p3s	54
søzleriin	sözlerinin	søz-ler-i-in	Stem-pl-p3s-gen	54
sylfyr	sülfür	sylfyr	Stem	54
sɑbɑhtɑn	sabahtan	sɑbɑh-tɑn	Stem-abl	54
sɑlɑtɑ	salata	sɑlɑtɑ	Stem	54
seʧeneklerden	seçeneklerden	seʧenek-ler-den	Stem-pl-abl	54
sevgililer	sevgililer	sevgi-li-ler	Stem-li-pl	54
sevki	sevki	sevk-i	Stem-p3s	54
sevkijɑt	sevkiyat	sevkijɑt	Stem	54
sinemɑdɑ	sinemada	sinemɑ-dɑ	Stem-loc	54
sokulmɑɯ	sokulması	sokul-mɑ-ɯ	Stem-vn:inf-p3s	54
sorulɑrɯɯn	sorularının	soru-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	54
sosjo	sosyo	sosjo	Stem	54
sporʤulɑrɑ	sporculara	sporʤu-lɑr-ɑ	Stem-pl-dat	54
sterilizɑsjon	sterilizasyon	sterilizɑsjon	Stem	54
strɑteʒiiin	stratejisinin	strɑteʒi-i-in	Stem-p3s-gen	54
tɑʃɯmɑɯ	taşımayı	tɑʃɯ-mɑ-ɯ	Stem-vn:inf-acc	54
tɑʃkømyry	taşkömürü	tɑʃkømyry	Stem	54
tɑkvijeli	takviyeli	tɑkvije-li	Stem-li	54
tɑnɯmnɑ	tanımına	tɑnɯm-n-ɑ	Stem-p2s-dat	54
tɑrɑɑrɑk	tarayarak	tɑrɑ-ɑrɑk	Stem-cv:erek	54
teʤrybeleri	tecrübeleri	teʤrybe-ler-i	Stem-pl-p3s	54
tekerlek	tekerlek	tekerlek	Stem	54
telɑʃ	telaş	telɑʃ	Stem	54
teoremleri	teoremleri	teorem-ler-i	Stem-pl-p3s	54
terørizmin	terörizmin	terørizm-in	Stem-gen	54
turizmnin	turizminin	turizm-n-in	Stem-p2s-gen	54
tutɑnɑklɑr	tutanaklar	tutɑnɑk-lɑr	Stem-pl	54
ulɑʃɯmɯn	ulaşımın	ulɑʃɯm-ɯn	Stem-gen	54
ustɑlɯk	ustalık	ustɑ-lɯk	Stem-lik	54
ujgulɑmɑtɑ	uygulamakta	ujgulɑ-mɑ-tɑ	Stem-vn:inf-loc	54
uzɑmɑɯ	uzaması	uzɑ-mɑ-ɯ	Stem-vn:inf-p3s	54
villɑlɑr	villalar	villɑ-lɑr	Stem-pl	54
jørynge	yörünge	jørynge	Stem	54
jɑʃɑmlɑrɯ	yaşamları	jɑʃɑm-lɑr-ɯ	Stem-pl-acc	54
jɑrɑtmɑɯ	yaratması	jɑrɑt-mɑ-ɯ	Stem-vn:inf-p3s	54
jɑrdɯmʤɯlɑrɯɯn	yardımcılarının	jɑrdɯmʤɯ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	54
jɑrdɯmlɑrɯn	yardımların	jɑrdɯm-lɑr-ɯn	Stem-pl-gen	54
jɑrm	yarim	jɑr-m	Stem-p1s	54
jɑjɯnlɑrɯɯn	yayınlarının	jɑjɯn-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	54
zenginlikleri	zenginlikleri	zengin-lik-ler-i	Stem-lik-pl-p3s	54
ʧøpe	çöpe	ʧøp-e	Stem-dat	53
ʧɑlɯʃɑbilmei	çalışabilmesi	ʧɑlɯʃ-ɑbil-me-i	Stem-abil-vn:inf-p3s	53
ʧɑlɯʃmɑɑn	çalışmayan	ʧɑlɯʃ-mɑ-ɑn	Stem-neg-part:pres	53
ʧɑpɑ	çapa	ʧɑpɑ	Stem	53
ʧekilip	çekilip	ʧekil-ip	Stem-cv:ip	53
ʧiftler	çiftler	ʧift-ler	Stem-pl	53
ʧizgiiin	çizgisinin	ʧizgi-i-in	Stem-p3s-gen	53
øɰrendikleri	öğrendikleri	øɰren-dik-leri	Stem-part:past-p3p	53
ødemi	ödemi	ødem-i	Stem-p3s	53
ønlemlere	önlemlere	ønlem-ler-e	Stem-pl-dat	53
øzerklik	özerklik	øzerk-lik	Stem-lik	53
ʃɑnsmɯz	şansımız	ʃɑns-mɯz	Stem-p1p	53
yniteiin	ünitesinin	ynite-i-in	Stem-p3s-gen	53
ɑlgoritmɑlɑr	algoritmalar	ɑlgoritmɑ-lɑr	Stem-pl	53
ɑnlɑɯnʤɑ	anlayınca	ɑnlɑ-ɯnʤɑ	Stem-cv:ince	53
ɑrɑmɑlɑrɑ	aramalara	ɑrɑ-mɑ-lɑr-ɑ	Stem-vn:inf-pl-dat	53
ɑrkɑdɑʃlɑrmɯzɯ	arkadaşlarımızı	ɑrkɑdɑʃ-lɑr-mɯz-ɯ	Stem-pl-p1p-acc	53
ɑtøljeleri	atölyeleri	ɑtølje-leri	Stem-p3p	53
ɑtmɑɯ	atması	ɑt-mɑ-ɯ	Stem-vn:inf-p3s	53
ɑjɑz	ayaz	ɑjɑz	Stem	53
bølgemiz	bölgemiz	bølge-miz	Stem-p1p	53
bɑnkɑlɑrɑrɑsɯ	bankalararası	bɑnkɑ-lɑr-ɑrɑsɯ	Stem-pl-arasi	53
bildirimler	bildirimler	bildirim-ler	Stem-pl	53
bileʃenler	bileşenler	bileʃen-ler	Stem-pl	53
bilimlerde	bilimlerde	bilim-ler-de	Stem-pl-loc	53
ʤɑhil	cahil	ʤɑhil	Stem	53
ʤirit	cirit	ʤirit	Stem	53
ʤumhurbɑʃkɑnɯmɯz	cumhurbaşkanımız	ʤumhurbɑʃkɑnɯ-mɯz	Stem-p1p	53
dyʃmee	düşmeye	dyʃ-me-e	Stem-vn:inf-dat	53
dyzejlere	düzeylere	dyzej-ler-e	Stem-pl-dat	53
dɑjɑnmɑɑn	dayanmayan	dɑjɑn-mɑ-ɑn	Stem-neg-part:pres	53
deɰerden	değerden	deɰer-den	Stem-abl	53
deɰerlerden	değerlerden	deɰer-ler-den	Stem-pl-abl	53
deɰiʃikliklerne	değişikliklerine	deɰiʃik-lik-ler-n-e	Stem-lik-pl-p2s-dat	53
deɰirmen	değirmen	deɰirmen	Stem	53
dekorɑsjonu	dekorasyonu	dekorɑsjon-u	Stem-p3s	53
delillerin	delillerin	delil-ler-in	Stem-pl-gen	53
denemee	denemeye	dene-me-e	Stem-vn:inf-dat	53
desenli	desenli	desen-li	Stem-li	53
devɑmlɯlɯk	devamlılık	devɑm-lɯ-lɯk	Stem-li-lik	53
devrelerin	devrelerin	devre-ler-in	Stem-pl-gen	53
dejimler	deyimler	dejim-ler	Stem-pl	53
diplomɑsi	diplomasi	diplomɑsi	Stem	53
dijɑlizi	diyalizi	dijɑliz-i	Stem-p3s	53
dosjɑdɑki	dosyadaki	dosjɑ-dɑ-ki	Stem-loc-ki	53
duvɑrdɑ	duvarda	duvɑr-dɑ	Stem-loc	53
eɰilimler	eğilimler	eɰilim-ler	Stem-pl	53
ebevejn	ebeveyn	ebevejn	Stem	53
efor	efor	efor	Stem	53
efsɑnee	efsaneye	efsɑne-e	Stem-dat	53
endemik	endemik	endemik	Stem	53
enstityyyn	enstitüsünün	enstity-y-yn	Stem-p3s-gen	53
eserlerde	eserlerde	eser-ler-de	Stem-pl-loc	53
eskilere	eskilere	eski-ler-e	Stem-pl-dat	53
fide	fide	fide	Stem	53
fijɑtlɯ	fiyatlı	fijɑt-lɯ	Stem-li	53
formylleri	formülleri	formyl-ler-i	Stem-pl-p3s	53
gøkjyzyyn	gökyüzünün	gøkjyzy-yn	Stem-gen	53
gyʧlenmei	güçlenmesi	gyʧ-len-me-i	Stem-lan-vn:inf-p3s	53
geʧirmeden	geçirmeden	geʧir-me-den	Stem-vn:inf-abl	53
genlik	genlik	genlik	Stem	53
